SerialNo,CustomerID,CustomerName,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,ChurnStatus
906,CUST0906,Shahid Nawaz,27.0,Male,Bahawalpur,Standard,786.28,3,5,4,30.0,2026-02-12,2.4,1
907,CUST0907,Mehwish Siddiqui,41.0,Female,Gujranwala,Enterprise,4773.47,5,7,3,17.0,2026-02-24,4.6,1
908,CUST0908,Mehwish Mirza,,Female,Multan,Basic,551.68,11,18,0,12.0,2026-05-16,2.9,0
909,CUST0909,Imran Butt,,Male,Multan,Standard,1190.55,20,31,0,13.0,2026-05-27,2.8,0
910,CUST0910,Rida Malik,52.0,Female,Quetta,Basic,359.08,14,17,4,21.0,2026-05-31,3.2,0
911,CUST0911,Saad Malik,33.0,Male,Sargodha,Premium,2531.7,16,24,3,16.0,2026-04-26,3.1,0
912,CUST0912,Kamran Nawaz,37.0,Male,Larkana,Basic,741.84,10,16,3,11.0,2026-05-22,3.9,0
913,CUST0913,Fatima Siddiqui,20.0,Female,Bahawalpur,Premium,3068.17,28,33,0,2.0,2026-05-25,4.5,0
914,CUST0914,Fatima Siddiqui,37.0,Female,Rawalpindi,Premium,3700.79,60,88,1,11.0,2026-05-30,3.3,0
915,CUST0915,Asma Rana,34.0,Female,Sialkot,Premium,1796.64,27,40,0,3.0,2026-05-04,3.9,1
916,CUST0916,Omer Iqbal,,Male,Larkana,Standard,846.3,60,76,2,13.0,2026-02-16,3.3,1
917,CUST0917,Ali Qureshi,48.0,Male,Rawalpindi,Premium,2838.5,26,40,2,24.0,2026-02-01,3.6,0
918,CUST0918,Waqar Khan,52.0,Male,Lahore,Basic,450.97,1,2,2,16.0,2026-05-20,3.9,1
919,CUST0919,Zara Khan,52.0,Female,Faisalabad,Premium,2170.25,16,27,2,3.0,2026-04-19,2.8,0
920,CUST0920,Omer Bhatti,25.0,Male,Bahawalpur,Basic,599.19,1,0,3,18.0,2026-05-12,3.2,0
921,CUST0921,Hamza Chaudhry,25.0,Male,Hyderabad,Enterprise,5203.91,8,19,3,19.0,2026-05-27,3.5,0
922,CUST0922,Ali Hussain,44.0,Male,Larkana,Standard,1556.74,20,27,2,14.0,2026-02-17,3.9,1
923,CUST0923,Maria Khan,38.0,Female,Multan,Standard,944.21,4,9,0,,2026-04-15,2.1,1
924,CUST0924,Sara Bhatti,40.0,Female,Faisalabad,Premium,2033.99,7,9,2,18.0,2026-04-05,2.4,0
925,CUST0925,Fatima Javed,25.0,Female,Faisalabad,Basic,383.48,13,15,1,25.0,2026-05-20,3.3,0
926,CUST0926,Hina Ali,29.0,Female,Bahawalpur,Basic,514.34,16,18,1,3.0,2026-05-22,2.2,0
927,CUST0927,Junaid Hussain,37.0,Male,Sialkot,Basic,532.53,1,3,3,19.0,2026-05-14,2.7,0
928,CUST0928,Farida Javed,39.0,Female,Islamabad,Basic,516.59,19,26,1,20.0,2026-05-10,2.7,0
929,CUST0929,Bilal Qureshi,18.0,Male,Bahawalpur,Premium,2199.56,60,73,3,13.0,2026-02-14,3.9,0
930,CUST0930,Junaid Malik,37.0,Male,Gujranwala,Enterprise,4043.86,27,39,3,,2026-05-01,4.1,0
931,CUST0931,Sana Javed,36.0,Female,Hyderabad,Enterprise,,5,9,0,15.0,2026-04-27,3.5,0
932,CUST0932,Hina Khan,43.0,Female,Sargodha,Basic,462.87,27,37,1,3.0,2026-05-27,,0
933,CUST0933,Rabia Hashmi,26.0,Female,Bahawalpur,Enterprise,5983.05,5,7,2,5.0,2026-05-30,2.7,0
934,CUST0934,Hina Chaudhry,38.0,Female,Lahore,Basic,525.1,4,4,3,8.0,2026-05-30,3.1,1
935,CUST0935,Rida Iqbal,53.0,Female,Sialkot,Basic,524.67,32,55,1,15.0,2026-04-30,3.5,0
936,CUST0936,Saad Ali,30.0,Male,Bahawalpur,Premium,2911.02,60,79,4,10.0,2026-04-07,3.6,0
937,CUST0937,Noor Butt,21.0,Female,Sukkur,Basic,671.27,1,1,0,6.0,2026-05-26,3.9,0
938,CUST0938,Zubair Hussain,29.0,Male,Karachi,Standard,1237.5,6,6,2,11.0,2026-05-05,3.2,0
939,CUST0939,Mehwish Hussain,,Female,Bahawalpur,Standard,1531.39,35,52,2,28.0,2026-05-02,3.8,0
940,CUST0940,Usman Butt,37.0,Male,Larkana,Enterprise,5967.93,27,35,4,7.0,2026-02-19,3.7,0
941,CUST0941,Iqra Hashmi,34.0,Female,Larkana,Basic,504.7,2,2,2,19.0,2026-05-25,4.0,0
942,CUST0942,Adnan Baig,25.0,Male,Bahawalpur,Basic,432.52,26,48,2,27.0,2026-05-08,1.4,0
943,CUST0943,Rizwan Sheikh,,Male,Quetta,Standard,772.29,11,15,5,18.0,2026-05-01,3.2,0
944,CUST0944,Rizwan Javed,39.0,Male,Peshawar,Enterprise,3965.4,23,29,1,,2026-04-22,4.3,0
945,CUST0945,Saima Ahmed,29.0,Female,Rawalpindi,Basic,498.98,1,2,4,22.0,2026-01-08,4.3,1
946,CUST0946,Rabia Hashmi,22.0,Female,Islamabad,Standard,777.61,3,4,1,8.0,2026-04-23,2.7,0
947,CUST0947,Rizwan Malik,35.0,Male,Quetta,Premium,2387.9,28,37,3,18.0,2026-05-21,4.1,0
948,CUST0948,Hamza Iqbal,37.0,Male,Larkana,Standard,995.82,1,2,3,10.0,2026-05-25,5.0,1
949,CUST0949,Iqra Hashmi,44.0,Female,Karachi,Basic,504.15,18,21,3,19.0,2026-05-04,4.3,0
950,CUST0950,Waqar Ali,37.0,Male,Faisalabad,Basic,474.48,49,63,3,13.0,2026-04-15,3.7,0
951,CUST0951,Hassan Ali,,Male,Lahore,Premium,2252.39,3,3,0,,2026-04-25,3.3,0
952,CUST0952,Rizwan Baig,36.0,Male,Bahawalpur,Premium,2163.93,1,6,1,22.0,2026-05-27,2.0,1
953,CUST0953,Omer Javed,32.0,Male,Peshawar,Basic,331.8,4,9,1,12.0,2026-05-28,3.4,0
954,CUST0954,Lubna Malik,46.0,Female,Islamabad,Premium,2729.6,8,17,1,6.0,2026-05-04,5.0,0
955,CUST0955,Junaid Qureshi,38.0,Male,Faisalabad,Premium,3283.43,17,35,3,10.0,2026-05-16,1.2,0
956,CUST0956,Maria Sheikh,33.0,Female,Larkana,Basic,659.91,20,38,2,0.0,2026-05-22,2.8,1
957,CUST0957,Fatima Hashmi,40.0,Female,Quetta,Premium,2226.84,55,80,3,10.0,2026-04-27,,0
958,CUST0958,Adnan Rana,28.0,Male,Rawalpindi,Basic,565.81,7,10,2,15.0,2026-02-24,3.3,0
959,CUST0959,Mehwish Hashmi,40.0,Female,Lahore,Standard,546.61,2,2,3,,2026-05-19,3.2,1
960,CUST0960,Rida Javed,29.0,Female,Sukkur,Premium,1943.65,9,11,2,19.0,2026-05-07,3.1,1
961,CUST0961,Ali Mirza,20.0,Male,Karachi,Basic,484.99,10,20,1,21.0,2026-05-10,3.3,1
962,CUST0962,Iqra Ali,21.0,Female,Karachi,Basic,437.73,28,44,1,15.0,2026-05-17,4.1,0
963,CUST0963,Imran Nawaz,53.0,Male,Gujranwala,Standard,1228.0,7,7,4,14.0,2026-05-03,4.0,0
964,CUST0964,Waqar Iqbal,41.0,Male,Multan,Enterprise,6985.94,4,5,1,16.0,2026-05-27,5.0,0
965,CUST0965,Iqra Mirza,34.0,Female,Larkana,Basic,520.34,2,3,2,25.0,2026-04-12,5.0,1
966,CUST0966,Asma Ali,38.0,Female,Faisalabad,Standard,1251.39,14,21,1,22.0,2026-05-25,3.5,0
967,CUST0967,Iqra Bhatti,43.0,Female,Peshawar,Standard,1173.09,10,13,3,15.0,2026-05-20,4.8,0
968,CUST0968,Hassan Iqbal,50.0,Male,Bahawalpur,Enterprise,5924.72,14,11,1,9.0,2026-05-21,4.4,0
969,CUST0969,Asad Nawaz,18.0,Male,Larkana,Premium,2573.21,38,44,3,12.0,2025-12-03,4.3,0
970,CUST0970,Rida Siddiqui,29.0,Female,Faisalabad,Standard,1323.76,1,1,2,20.0,2026-04-12,3.5,0
971,CUST0971,Hina Nawaz,31.0,Female,Sialkot,Standard,1236.37,1,0,1,8.0,2026-03-17,3.5,0
972,CUST0972,Uzma Butt,43.0,Female,Larkana,Standard,1137.06,52,78,0,19.0,2026-04-27,3.3,0
973,CUST0973,Ahmed Sheikh,30.0,Male,Karachi,Standard,1423.58,1,1,2,16.0,2026-05-02,2.2,0
974,CUST0974,Adnan Ansari,25.0,Male,Peshawar,Basic,557.09,57,89,3,18.0,2026-06-01,5.0,0
975,CUST0975,Ahmed Chaudhry,27.0,Male,Bahawalpur,Basic,424.88,6,6,5,28.0,2026-05-27,2.5,0
976,CUST0976,Rabia Bhatti,39.0,Female,Hyderabad,Basic,504.34,13,27,2,3.0,2026-06-01,4.1,1
977,CUST0977,Iqra Baig,28.0,Female,Bahawalpur,Standard,1394.62,28,38,3,20.0,2026-04-29,3.6,0
978,CUST0978,Zubair Siddiqui,47.0,Male,Sukkur,Basic,472.45,3,8,2,6.0,2026-05-19,3.1,0
979,CUST0979,Ayesha Malik,29.0,Female,Quetta,Basic,299.83,4,8,1,14.0,2026-05-06,2.6,0
980,CUST0980,Farida Ansari,18.0,Female,Larkana,Premium,2634.26,14,32,1,15.0,2026-05-29,2.8,0
981,CUST0981,Lubna Siddiqui,56.0,Female,Hyderabad,Standard,1334.56,4,7,1,9.0,2026-05-29,3.3,0
982,CUST0982,Noor Ali,36.0,Female,Islamabad,Basic,504.38,16,27,1,13.0,2026-03-20,3.4,1
983,CUST0983,Asma Butt,36.0,Female,Sialkot,Standard,928.35,16,25,1,6.0,2026-05-08,3.1,0
984,CUST0984,Imran Siddiqui,,Male,Bahawalpur,Basic,691.19,10,14,2,3.0,2026-05-13,2.8,0
985,CUST0985,Sara Mirza,34.0,Female,Quetta,Premium,2460.71,12,23,5,26.0,2026-04-06,5.0,0
986,CUST0986,Maria Sheikh,35.0,Female,Multan,Premium,2588.95,7,7,3,16.0,2026-04-07,4.2,0
987,CUST0987,Waqar Bhatti,35.0,Male,Karachi,Premium,2493.36,20,24,1,1.0,2026-04-30,3.1,0
988,CUST0988,Zubair Siddiqui,29.0,Male,Larkana,Standard,1446.65,10,21,1,,2026-05-23,3.8,0
989,CUST0989,Iqra Malik,33.0,Female,Sargodha,Premium,2208.44,31,59,4,18.0,2026-04-24,2.7,0
990,CUST0990,Zubair Ahmed,20.0,Male,Quetta,Basic,625.07,3,5,1,13.0,2026-05-31,2.8,0
991,CUST0991,Ahmed Qureshi,42.0,Male,Larkana,Basic,425.36,7,12,2,13.0,2026-05-21,3.7,0
992,CUST0992,Faraz Hashmi,39.0,Male,Larkana,Basic,382.64,22,30,4,,2026-05-08,4.1,0
993,CUST0993,Fatima Iqbal,18.0,Female,Sargodha,Basic,426.47,4,3,1,10.0,2026-05-11,3.2,0
994,CUST0994,Nadia Chaudhry,37.0,Female,Faisalabad,Basic,353.04,32,50,4,5.0,2026-05-02,3.3,0
995,CUST0995,Zara Raja,23.0,Female,Islamabad,Basic,500.02,3,7,0,1.0,2026-05-21,3.4,1
996,CUST0996,Zubair Javed,36.0,Male,Multan,Standard,727.22,35,51,2,22.0,2026-05-31,3.1,0
997,CUST0997,Lubna Hussain,48.0,Female,Islamabad,Basic,382.81,15,22,1,21.0,2026-05-23,3.5,0
998,CUST0998,Asma Hashmi,39.0,Female,Karachi,Basic,590.35,1,1,3,4.0,2026-05-19,2.2,1
999,CUST0999,Hassan Baig,47.0,Male,Karachi,Basic,348.54,3,5,5,13.0,2026-05-27,3.6,0
1000,CUST1000,Rida Mirza,29.0,Female,Faisalabad,Basic,662.93,10,13,1,7.0,2026-03-28,2.8,1
1001,CUST1001,Waqar Iqbal,21.0,Male,Islamabad,Basic,780.14,1,0,3,9.0,2026-05-01,2.2,0
1002,CUST1002,Zara Hashmi,33.0,Female,Faisalabad,Standard,1231.89,33,40,0,9.0,2026-02-25,3.4,0
1003,CUST1003,Uzma Hussain,39.0,Female,Rawalpindi,Basic,550.01,48,64,4,9.0,2026-05-29,2.3,0
1004,CUST1004,Noor Baig,33.0,Female,Islamabad,Standard,1281.26,13,18,3,24.0,2026-03-20,2.8,0
1005,CUST1005,Farida Rana,25.0,Female,Karachi,Basic,573.76,39,56,2,21.0,2026-05-27,3.7,0
1006,CUST1006,Farida Butt,49.0,Female,Faisalabad,Premium,2357.23,1,0,3,24.0,2026-04-30,2.8,0
1007,CUST1007,Rizwan Sheikh,45.0,Male,Peshawar,Premium,3743.01,33,44,1,9.0,2026-05-13,2.3,0
1008,CUST1008,Asma Ali,26.0,Female,Sargodha,Basic,679.31,36,58,1,28.0,2026-05-24,3.8,0
1009,CUST1009,Sara Nawaz,48.0,Female,Rawalpindi,Standard,1152.82,3,5,2,8.0,2026-05-31,4.0,0
1010,CUST1010,Sana Siddiqui,51.0,Female,Rawalpindi,Premium,2622.62,7,11,3,3.0,2026-03-15,5.0,1
1011,CUST1011,Lubna Siddiqui,24.0,Female,Hyderabad,Standard,979.16,9,10,4,9.0,2026-03-19,3.6,1
1012,CUST1012,Naveed Rana,18.0,Male,Lahore,Standard,840.72,6,10,4,18.0,2026-04-12,1.4,1
1013,CUST1013,Waqar Butt,42.0,Male,Faisalabad,Enterprise,4409.78,9,10,0,9.0,2026-05-19,3.5,0
1014,CUST1014,Adnan Baig,49.0,Male,Multan,Standard,1707.84,9,13,3,30.0,2026-04-17,5.0,0
1015,CUST1015,Zubair Malik,32.0,Male,Larkana,Standard,725.19,60,95,0,19.0,2026-05-22,2.8,0
1016,CUST1016,Bilal Malik,25.0,Male,Quetta,Standard,1017.21,9,13,1,11.0,2026-05-13,3.0,0
1017,CUST1017,Nadia Chaudhry,30.0,Female,Gujranwala,Premium,2496.63,2,3,3,26.0,2026-05-29,3.4,1
1018,CUST1018,Mehwish Mirza,31.0,Female,Lahore,Standard,1188.48,1,1,3,10.0,2026-03-27,3.5,0
1019,CUST1019,Hina Qureshi,50.0,Female,Karachi,Basic,625.15,33,55,3,20.0,2026-05-02,5.0,0
1020,CUST1020,Ahmed Javed,52.0,Male,Sukkur,Enterprise,5769.82,18,27,1,17.0,2026-05-19,3.6,0
1021,CUST1021,Fatima Hussain,19.0,Female,Peshawar,Premium,2273.71,1,1,4,18.0,2026-04-03,3.2,0
1022,CUST1022,Saba Baig,31.0,Female,Peshawar,Standard,1080.71,60,92,2,15.0,2026-04-16,4.7,0
1023,CUST1023,Asad Malik,38.0,Male,Rawalpindi,Standard,897.15,60,84,1,10.0,2026-05-03,4.0,0
1024,CUST1024,Mehwish Malik,23.0,Female,Faisalabad,Enterprise,4258.5,2,5,2,12.0,2026-05-28,4.8,0
1025,CUST1025,Ahmed Ali,30.0,Male,Gujranwala,Basic,528.09,3,4,2,11.0,2026-05-25,4.0,0
1026,CUST1026,Mehwish Malik,19.0,Female,Lahore,Basic,387.58,56,92,3,12.0,2026-05-30,4.1,0
1027,CUST1027,Rida Ansari,50.0,Female,Sialkot,Basic,,1,2,2,8.0,2026-05-24,2.7,0
1028,CUST1028,Saba Mirza,38.0,Female,Rawalpindi,Basic,368.46,7,14,1,10.0,2026-02-07,3.5,0
1029,CUST1029,Sara Bhatti,34.0,Female,Faisalabad,Standard,1553.21,1,2,6,24.0,2026-04-27,3.8,0
1030,CUST1030,Ayesha Ahmed,18.0,Female,Sialkot,Standard,987.44,5,6,8,,2026-05-28,3.4,0
1031,CUST1031,Sana Malik,18.0,Female,Bahawalpur,Premium,2156.11,6,4,2,30.0,2026-05-29,3.3,0
1032,CUST1032,Farida Bhatti,28.0,Female,Lahore,Standard,1032.73,60,87,1,0.0,2026-05-28,2.8,0
1033,CUST1033,Asad Ali,54.0,Male,Gujranwala,Standard,873.2,59,99,1,,2026-05-27,3.6,0
1034,CUST1034,Rida Ahmed,22.0,Female,Larkana,Basic,479.11,21,31,1,16.0,2026-05-29,3.5,0
1035,CUST1035,Farida Bhatti,43.0,Female,Larkana,Standard,1104.4,1,2,1,19.0,2026-04-24,3.2,0
1036,CUST1036,Noor Qureshi,47.0,Female,Faisalabad,Basic,560.51,5,8,3,29.0,2026-05-29,3.0,0
1037,CUST1037,Lubna Raja,38.0,Female,Karachi,Standard,1159.15,19,31,3,20.0,2026-05-29,5.0,0
1038,CUST1038,Imran Nawaz,44.0,Male,Karachi,Basic,441.19,17,31,2,12.0,2026-04-06,4.0,0
1039,CUST1039,Tariq Raja,37.0,Male,Islamabad,Standard,942.44,39,58,4,16.0,2026-05-26,2.4,1
1040,CUST1040,Fatima Sheikh,38.0,Female,Sialkot,Basic,617.93,7,15,2,22.0,2026-05-16,4.3,0
1041,CUST1041,Waqar Mirza,29.0,Male,Sargodha,Basic,473.41,4,9,2,26.0,2026-05-20,2.4,0
1042,CUST1042,Asad Butt,41.0,Male,Sargodha,Standard,810.26,48,88,1,25.0,2026-03-26,3.8,1
1043,CUST1043,Bilal Nawaz,27.0,Male,Larkana,Premium,2786.78,16,21,1,11.0,2026-05-22,4.2,0
1044,CUST1044,Saba Hussain,33.0,Female,Gujranwala,Standard,1303.91,1,1,0,16.0,2026-05-26,2.8,0
1045,CUST1045,Naveed Mirza,46.0,Male,Karachi,Standard,1113.36,9,20,2,16.0,2026-05-12,2.8,0
1046,CUST1046,Ali Butt,52.0,Male,Quetta,Basic,,12,25,2,10.0,2026-05-20,4.3,0
1047,CUST1047,Omer Baig,40.0,Male,Quetta,Basic,361.31,7,12,0,13.0,2026-04-12,2.6,0
1048,CUST1048,Fatima Qureshi,31.0,Female,Larkana,Premium,2726.61,15,27,2,10.0,2026-05-26,3.7,0
1049,CUST1049,Saima Ahmed,27.0,Female,Lahore,Enterprise,4772.67,3,3,2,14.0,2026-04-11,4.7,0
1050,CUST1050,Rida Raja,37.0,Female,Multan,Basic,495.72,26,56,4,10.0,2026-05-09,4.1,0
1051,CUST1051,Lubna Baig,28.0,Female,Quetta,Premium,1970.98,48,62,1,19.0,2026-05-26,1.6,0
1052,CUST1052,Rizwan Siddiqui,27.0,Male,Gujranwala,Standard,1068.31,10,18,0,19.0,2026-05-18,3.6,0
1053,CUST1053,Ahmed Ali,40.0,Male,Karachi,Standard,1181.99,21,35,5,22.0,2026-05-22,2.8,0
1054,CUST1054,Noor Hussain,18.0,Female,Bahawalpur,Basic,539.48,30,35,1,2.0,2026-05-21,3.8,1
1055,CUST1055,Adnan Ali,28.0,Male,Karachi,Enterprise,4817.1,60,86,3,17.0,2026-05-23,2.7,0
1056,CUST1056,Adnan Sheikh,34.0,Male,Bahawalpur,Enterprise,4590.68,10,15,1,16.0,2026-05-07,3.1,0
1057,CUST1057,Omer Iqbal,50.0,Male,Sargodha,Enterprise,4027.66,13,19,2,14.0,2026-05-02,3.4,0
1058,CUST1058,Tariq Qureshi,,Male,Quetta,Standard,1440.01,3,5,0,16.0,2026-05-30,3.0,1
1059,CUST1059,Amna Ansari,18.0,Female,Bahawalpur,Enterprise,4550.35,6,10,0,12.0,2026-05-21,3.3,0
1060,CUST1060,Amna Butt,30.0,Female,Sargodha,Basic,584.96,14,20,3,14.0,2026-04-12,2.8,0
1061,CUST1061,Saba Siddiqui,40.0,Female,Karachi,Basic,441.04,23,36,5,13.0,2026-05-29,4.5,0
1062,CUST1062,Waqar Ali,34.0,Male,Quetta,Enterprise,3338.42,21,32,2,17.0,2026-05-26,2.9,0
1063,CUST1063,Maria Rana,35.0,Female,Lahore,Basic,323.09,3,6,3,14.0,2026-04-10,4.7,0
1064,CUST1064,Adnan Sheikh,37.0,Male,Larkana,Standard,1176.87,2,1,4,12.0,2026-05-12,4.1,1
1065,CUST1065,Usman Ali,20.0,Male,Sialkot,Premium,2355.5,7,7,1,17.0,2026-03-26,4.9,0
1066,CUST1066,Asad Malik,51.0,Male,Gujranwala,Standard,1445.04,19,28,0,17.0,2026-05-24,4.0,0
1067,CUST1067,Amna Malik,43.0,Female,Bahawalpur,Basic,577.57,30,49,1,14.0,2026-05-01,2.2,1
1068,CUST1068,Rizwan Rana,31.0,Male,Quetta,Standard,1116.78,4,7,0,23.0,2026-01-22,5.0,0
1069,CUST1069,Shahid Hussain,32.0,Male,Karachi,Basic,593.57,8,10,1,12.0,2026-05-22,3.1,0
1070,CUST1070,Zara Iqbal,36.0,Female,Hyderabad,Enterprise,5505.42,60,86,1,13.0,2026-05-26,2.4,0
1071,CUST1071,Saba Ahmed,24.0,Female,Gujranwala,Enterprise,4665.62,10,12,0,17.0,2026-05-21,3.5,0
1072,CUST1072,Asma Siddiqui,45.0,Female,Lahore,Premium,2702.93,1,6,6,3.0,2026-05-28,4.2,0
1073,CUST1073,Nadia Butt,39.0,Female,Hyderabad,Basic,534.21,30,48,1,15.0,2026-05-10,5.0,0
1074,CUST1074,Imran Baig,34.0,Male,Larkana,Basic,448.45,1,2,0,23.0,2026-05-15,4.0,0
1075,CUST1075,Sana Hashmi,,Female,Bahawalpur,Basic,525.2,16,20,4,15.0,2026-04-29,4.1,1
1076,CUST1076,Naveed Hussain,32.0,Male,Quetta,Basic,418.86,26,43,1,,2026-04-24,4.1,0
1077,CUST1077,Uzma Javed,58.0,Female,Sukkur,Premium,2132.73,7,9,1,7.0,2026-03-26,1.8,0
1078,CUST1078,Ali Siddiqui,70.0,Male,Karachi,Basic,476.32,56,97,3,13.0,2026-04-22,3.3,0
1079,CUST1079,Zara Chaudhry,26.0,Female,Sargodha,Standard,1387.71,1,2,2,18.0,2026-03-20,1.1,1
1080,CUST1080,Naveed Hussain,31.0,Male,Larkana,Basic,503.53,9,7,0,11.0,2026-05-21,4.0,0
1081,CUST1081,Fatima Rana,39.0,Female,Larkana,Enterprise,5571.1,4,5,3,11.0,2026-05-14,3.5,0
1082,CUST1082,Ahmed Butt,31.0,Male,Gujranwala,Basic,,48,75,1,11.0,2026-05-27,2.1,1
1083,CUST1083,Waqar Nawaz,18.0,Male,Islamabad,Premium,2204.89,56,82,3,7.0,2026-05-19,1.8,1
1084,CUST1084,Hassan Rana,32.0,Male,Sialkot,Premium,3138.13,13,19,1,18.0,2026-05-21,3.1,0
1085,CUST1085,Junaid Siddiqui,46.0,Male,Sargodha,Premium,1663.46,3,5,2,19.0,2026-05-24,3.9,0
1086,CUST1086,Iqra Sheikh,,Female,Gujranwala,Standard,577.39,13,22,1,24.0,2026-05-14,3.4,0
1087,CUST1087,Ali Iqbal,38.0,Male,Islamabad,Basic,537.54,9,10,3,15.0,2026-05-28,3.8,1
1088,CUST1088,Junaid Butt,33.0,Male,Bahawalpur,Basic,348.45,1,1,3,9.0,2026-04-23,3.7,1
1089,CUST1089,Naveed Ahmed,25.0,Male,Islamabad,Basic,783.39,32,40,0,21.0,2026-04-05,2.7,0
1090,CUST1090,Maria Khan,42.0,Female,Larkana,Standard,1502.23,12,21,5,24.0,2026-05-12,2.9,1
1091,CUST1091,Usman Iqbal,31.0,Male,Larkana,Basic,578.51,8,17,2,9.0,2026-03-30,3.8,0
1092,CUST1092,Hina Chaudhry,27.0,Female,Islamabad,Standard,1337.37,21,33,1,21.0,2026-05-10,4.9,0
1093,CUST1093,Sara Butt,44.0,Female,Sialkot,Standard,1387.98,17,30,4,0.0,2026-04-27,4.2,0
1094,CUST1094,Rida Ali,50.0,Female,Gujranwala,Premium,2454.88,20,33,4,15.0,2026-05-28,2.4,1
1095,CUST1095,Fatima Javed,59.0,Female,Rawalpindi,Basic,572.13,8,12,0,11.0,2026-05-31,4.0,0
1096,CUST1096,Adnan Mirza,41.0,Male,Sukkur,Premium,2161.97,9,18,0,10.0,2026-04-16,3.8,0
1097,CUST1097,Waqar Chaudhry,29.0,Male,Faisalabad,Basic,398.78,25,52,2,7.0,2026-05-22,4.1,0
1098,CUST1098,Asad Rana,31.0,Male,Islamabad,Basic,403.22,4,4,3,10.0,2026-05-09,3.4,0
1099,CUST1099,Saad Qureshi,38.0,Male,Rawalpindi,Standard,741.91,2,4,0,6.0,2026-03-19,2.8,1
1100,CUST1100,Ayesha Sheikh,38.0,Female,Bahawalpur,Basic,611.12,13,33,1,12.0,2026-05-31,3.5,0
1101,CUST1101,Ahmed Rana,44.0,Male,Hyderabad,Basic,470.65,16,29,0,4.0,2026-05-08,,0
1102,CUST1102,Lubna Iqbal,26.0,Female,Multan,Standard,1049.51,13,20,4,21.0,2026-06-01,3.7,0
1103,CUST1103,Sara Sheikh,43.0,Female,Multan,Basic,484.01,7,7,5,23.0,2026-03-26,,1
1104,CUST1104,Nadia Baig,18.0,Female,Larkana,Basic,710.38,26,44,0,14.0,2026-05-19,4.3,0
1105,CUST1105,Ayesha Ansari,52.0,Female,Islamabad,Basic,609.25,4,8,0,2.0,2026-04-10,4.0,0
1106,CUST1106,Omer Mirza,33.0,Male,Islamabad,Standard,795.99,12,14,2,15.0,2026-05-20,3.1,0
1107,CUST1107,Amna Chaudhry,26.0,Female,Multan,Basic,348.09,2,5,3,25.0,2026-05-27,3.0,0
1108,CUST1108,Tariq Malik,21.0,Male,Lahore,Premium,2162.1,8,9,4,22.0,2026-04-23,3.2,0
1109,CUST1109,Faraz Hussain,25.0,Male,Larkana,Basic,562.24,11,22,3,7.0,2026-04-27,3.7,0
1110,CUST1110,Naveed Javed,24.0,Male,Sukkur,Basic,674.41,2,2,3,11.0,2026-05-07,4.0,0
1111,CUST1111,Nadia Iqbal,18.0,Female,Quetta,Premium,1991.56,39,57,4,15.0,2026-05-27,2.7,0
1112,CUST1112,Sara Hussain,34.0,Female,Multan,Standard,1171.82,2,1,2,17.0,2026-06-01,1.0,1
1113,CUST1113,Naveed Khan,33.0,Male,Peshawar,Enterprise,4812.21,14,24,1,10.0,2026-04-23,4.7,0
1114,CUST1114,Saima Ahmed,55.0,Female,Peshawar,Standard,1222.39,42,77,2,7.0,2026-05-15,3.4,0
1115,CUST1115,Waqar Rana,35.0,Male,Rawalpindi,Basic,391.72,14,19,5,,2026-05-20,3.2,0
1116,CUST1116,Nadia Malik,34.0,Female,Multan,Basic,438.84,10,13,1,21.0,2026-04-25,1.8,0
1117,CUST1117,Ahmed Rana,18.0,Male,Gujranwala,Basic,650.52,12,12,2,27.0,2025-12-03,2.0,1
1118,CUST1118,Waqar Hashmi,18.0,Male,Sargodha,Basic,496.47,3,3,2,24.0,2026-05-14,2.9,0
1119,CUST1119,Saad Hashmi,42.0,Male,Bahawalpur,Standard,1368.95,19,30,3,15.0,2026-05-24,3.2,0
1120,CUST1120,Omer Siddiqui,55.0,Male,Hyderabad,Basic,499.78,14,13,1,16.0,2026-05-26,5.0,0
1121,CUST1121,Rida Javed,34.0,Female,Sialkot,Premium,2671.78,36,63,2,20.0,2026-05-30,3.0,0
1122,CUST1122,Adnan Siddiqui,31.0,Male,Bahawalpur,Enterprise,5200.69,38,52,2,16.0,2026-04-13,4.2,0
1123,CUST1123,Ayesha Sheikh,28.0,Female,Peshawar,Basic,267.46,36,52,0,17.0,2026-04-25,2.5,0
1124,CUST1124,Noor Butt,21.0,Female,Gujranwala,Standard,1260.45,10,13,2,14.0,2026-04-22,4.5,1
1125,CUST1125,Bilal Siddiqui,39.0,Male,Rawalpindi,Standard,993.29,4,2,0,12.0,2026-04-27,3.3,0
1126,CUST1126,Kamran Siddiqui,36.0,Male,Multan,Premium,2333.31,2,4,2,10.0,2026-05-18,3.3,0
1127,CUST1127,Amna Ahmed,30.0,Female,Lahore,Basic,703.12,8,7,0,12.0,2026-05-05,3.8,0
1128,CUST1128,Asad Javed,20.0,Male,Gujranwala,Premium,2162.76,18,26,2,28.0,2026-06-01,4.2,0
1129,CUST1129,Rida Mirza,26.0,Female,Sargodha,Standard,1187.23,3,5,1,17.0,2026-06-01,3.8,0
